"","V1","V2","V3"
"1143","V",1037,"1"
"1144","V",1011,"1"
"1145","V",1009,"1"
"1146","V",1100,"1"
"1147","V",1134,"1"
"1148","V",1034,"1"
"1149","V",1028,"1"
"1150","C",10821,"10821"
"1151","V",1085,"1"
"1152","V",1170,"1"
"1153","V",1054,"1"
"1154","V",1017,"1"
"1155","V",1004,"1"
"1156","V",1037,"1"
"1157","V",1009,"1"
"1158","V",1001,"1"
"1159","C",10833,"10833"
"1160","V",1035,"1"
"1161","V",1009,"1"
"1162","V",1155,"1"
"1163","V",1001,"1"
"1164","V",1018,"1"
"1165","V",1004,"1"
"1166","V",1075,"1"
"1167","C",10835,"10835"
"1168","V",1008,"1"
"1169","V",1123,"1"
"1170","V",1009,"1"
"1171","V",1006,"1"
"1172","V",1007,"1"
"1173","V",1034,"1"
"1174","C",10842,"10842"
"1175","V",1173,"1"
"1176","V",1295,"1"
"1177","V",1009,"1"
"1178","V",1100,"1"
"1179","V",1004,"1"
"1180","V",1074,"1"
"1181","C",10844,"10844"
"1182","V",1157,"1"
"1183","V",1017,"1"
"1184","V",1076,"1"
"1185","V",1018,"1"
"1186","V",1004,"1"
"1187","V",1030,"1"
"1188","V",1009,"1"
"1189","V",1105,"1"
"1190","C",10846,"10846"
"1191","V",1008,"1"
"1192","V",1056,"1"
"1193","V",1009,"1"
"1194","V",1032,"1"
"1195","V",1034,"1"
"1196","V",1014,"1"
"1197","C",10849,"10849"
"1198","V",1010,"1"
"1199","V",1130,"1"
"1200","V",1147,"1"
"1201","V",1020,"1"
"1202","V",1039,"1"
"1203","V",1024,"1"
"1204","V",1068,"1"
"1205","C",10861,"10861"
"1206","V",1008,"1"
"1207","V",1000,"1"
"1208","V",1037,"1"
"1209","V",1009,"1"
"1210","V",1017,"1"
"1211","V",1001,"1"
"1212","V",1004,"1"
"1213","C",10865,"10865"
"1214","V",1008,"1"
"1215","V",1064,"1"
"1216","V",1136,"1"
"1217","V",1038,"1"
"1218","V",1070,"1"
"1219","V",1026,"1"
"1220","V",1034,"1"
"1221","V",1004,"1"
"1222","C",10879,"10879"
"1223","V",1008,"1"
"1224","V",1124,"1"
"1225","V",1108,"1"
"1226","V",1058,"1"
"1227","V",1055,"1"
"1228","V",1018,"1"
"1229","C",10893,"10893"
"1230","V",1017,"1"
"1231","V",1018,"1"
"1232","V",1004,"1"
"1233","V",1078,"1"
"1234","V",1035,"1"
"1235","V",1037,"1"
"1236","V",1030,"1"
"1237","V",1009,"1"
"1238","V",1003,"1"
"1239","V",1001,"1"
"1240","C",10896,"10896"
"1241","V",1008,"1"
"1242","V",1051,"1"
"1243","V",1055,"1"
"1244","V",1040,"1"
"1245","V",1032,"1"
"1246","V",1088,"1"
"1247","V",1018,"1"
"1248","C",10897,"10897"
"1249","V",1036,"1"
"1250","V",1008,"1"
"1251","V",1035,"1"
"1252","V",1009,"1"
"1253","V",1060,"1"
"1254","V",1052,"1"
"1255","V",1017,"1"
"1256","V",1034,"1"
"1257","V",1156,"1"
"1258","V",1018,"1"
"1259","C",10902,"10902"
"1260","V",1104,"1"
"1261","V",1063,"1"
"1262","V",1018,"1"
"1263","V",1004,"1"
"1264","V",1072,"1"
"1265","V",1074,"1"
"1266","V",1008,"1"
"1267","V",1010,"1"
"1268","V",1037,"1"
"1269","V",1030,"1"
"1270","V",1046,"1"
"1271","V",1038,"1"
"1272","V",1009,"1"
"1273","V",1026,"1"
"1274","V",1003,"1"
"1275","V",1041,"1"
"1276","V",1034,"1"
"1277","V",1053,"1"
"1278","C",10909,"10909"
"1279","V",1058,"1"
"1280","V",1017,"1"
"1281","V",1018,"1"
"1282","V",1004,"1"
"1283","V",1030,"1"
"1284","V",1077,"1"
"1285","V",1100,"1"
"1286","V",1052,"1"
"1287","V",1031,"1"
"1288","V",1001,"1"
"1289","V",1075,"1"
"1290","C",10916,"10916"
"1291","V",1029,"1"
"1292","V",1008,"1"
"1293","V",1009,"1"
"1294","V",1017,"1"
"1295","V",1048,"1"
"1296","V",1018,"1"
"1297","C",10922,"10922"
"1298","V",1035,"1"
"1299","V",1008,"1"
"1300","V",1037,"1"
"1301","V",1009,"1"
"1302","V",1018,"1"
"1303","V",1034,"1"
"1304","C",10933,"10933"
"1305","V",1008,"1"
"1306","V",1007,"1"
"1307","V",1006,"1"
"1308","V",1004,"1"
"1309","V",1018,"1"
"1310","V",1034,"1"
"1311","V",1105,"1"
"1312","C",10943,"10943"
"1313","V",1000,"1"
"1314","V",1037,"1"
"1315","V",1157,"1"
"1316","V",1020,"1"
"1317","V",1009,"1"
"1318","V",1001,"1"
"1319","C",10951,"10951"
"1320","V",1119,"1"
"1321","V",1026,"1"
"1322","V",1177,"1"
"1323","V",1059,"1"
"1324","V",1034,"1"
"1325","V",1053,"1"
"1326","C",10956,"10956"
"1327","V",1081,"1"
"1328","V",1082,"1"
"1329","V",1062,"1"
"1330","V",1011,"1"
"1331","V",1017,"1"
"1332","V",1134,"1"
"1333","C",10960,"10960"
"1334","V",1008,"1"
"1335","V",1045,"1"
"1336","V",1027,"1"
"1337","V",1046,"1"
"1338","V",1026,"1"
"1339","V",1004,"1"
"1340","C",10984,"10984"
"1341","V",1008,"1"
"1342","V",1035,"1"
"1343","V",1009,"1"
"1344","V",1056,"1"
"1345","V",1032,"1"
"1346","V",1004,"1"
"1347","V",1018,"1"
"1348","C",10991,"10991"
"1349","V",1130,"1"
"1350","V",1017,"1"
"1351","V",1018,"1"
"1352","V",1004,"1"
"1353","V",1035,"1"
"1354","V",1008,"1"
"1355","V",1030,"1"
"1356","V",1037,"1"
"1357","V",1009,"1"
"1358","V",1003,"1"
"1359","V",1001,"1"
"1360","V",1002,"1"
"1361","V",1034,"1"
"1362","V",1167,"1"
"1363","C",11002,"11002"
"1364","V",1025,"1"
"1365","V",1038,"1"
"1366","V",1026,"1"
"1367","V",1041,"1"
"1368","V",1024,"1"
"1369","V",1072,"1"
"1370","C",11008,"11008"
"1371","V",1008,"1"
"1372","V",1020,"1"
"1373","V",1009,"1"
"1374","V",1003,"1"
"1375","V",1004,"1"
"1376","V",1018,"1"
"1377","V",1178,"1"
"1378","C",11016,"11016"
"1379","V",1113,"1"
"1380","V",1046,"1"
"1381","V",1017,"1"
"1382","V",1102,"1"
"1383","V",1001,"1"
"1384","V",1034,"1"
"1385","C",11018,"11018"
"1386","V",1027,"1"
"1387","V",1009,"1"
"1388","V",1123,"1"
"1389","V",1026,"1"
"1390","V",1032,"1"
"1391","V",1072,"1"
"1392","C",11022,"11022"
"1393","V",1035,"1"
"1394","V",1008,"1"
"1395","V",1009,"1"
"1396","V",1017,"1"
"1397","V",1001,"1"
"1398","V",1003,"1"
"1399","V",1018,"1"
"1400","V",1004,"1"
"1401","C",11027,"11027"
"1402","V",1017,"1"
"1403","V",1179,"1"
"1404","V",1014,"1"
"1405","V",1018,"1"
"1406","V",1008,"1"
"1407","V",1000,"1"
"1408","V",1040,"1"
"1409","V",1097,"1"
"1410","C",11029,"11029"
"1411","V",1017,"1"
"1412","V",1004,"1"
"1413","V",1018,"1"
"1414","V",1035,"1"
"1415","V",1008,"1"
"1416","V",1037,"1"
"1417","V",1009,"1"
"1418","V",1001,"1"
"1419","C",11032,"11032"
"1420","V",1130,"1"
"1421","V",1157,"1"
"1422","V",1017,"1"
"1423","V",1018,"1"
"1424","V",1078,"1"
"1425","V",1004,"1"
"1426","V",1030,"1"
"1427","V",1001,"1"
"1428","V",1096,"1"
"1429","C",11044,"11044"
"1430","V",1157,"1"
"1431","V",1017,"1"
"1432","V",1018,"1"
"1433","V",1014,"1"
"1434","V",1004,"1"
"1435","V",1035,"1"
"1436","V",1181,"1"
"1437","V",1036,"1"
"1438","V",1011,"1"
"1439","V",1089,"1"
"1440","V",1040,"1"
"1441","V",1001,"1"
"1442","V",1003,"1"
"1443","C",11049,"11049"
"1444","V",1008,"1"
"1445","V",1009,"1"
"1446","V",1026,"1"
"1447","V",1040,"1"
"1448","V",1018,"1"
"1449","V",1048,"1"
"1450","V",1067,"1"
"1451","C",11056,"11056"
"1452","V",1020,"1"
"1453","V",1058,"1"
"1454","V",1070,"1"
"1455","V",1018,"1"
"1456","V",1004,"1"
"1457","V",1008,"1"
"1458","V",1027,"1"
"1459","V",1041,"1"
"1460","V",1034,"1"
"1461","C",11070,"11070"
"1462","V",1008,"1"
"1463","V",1040,"1"
"1464","V",1017,"1"
"1465","V",1026,"1"
"1466","V",1060,"1"
"1467","V",1052,"1"
"1468","C",11074,"11074"
"1469","V",1036,"1"
"1470","V",1038,"1"
"1471","V",1026,"1"
"1472","V",1041,"1"
"1473","V",1014,"1"
"1474","V",1004,"1"
"1475","C",11083,"11083"
"1476","V",1017,"1"
"1477","V",1066,"1"
"1478","V",1018,"1"
"1479","V",1004,"1"
"1480","V",1101,"1"
"1481","V",1072,"1"
"1482","V",1010,"1"
"1483","V",1008,"1"
"1484","V",1035,"1"
"1485","V",1009,"1"
"1486","V",1042,"1"
"1487","C",11087,"11087"
"1488","V",1081,"1"
"1489","V",1062,"1"
"1490","V",1082,"1"
"1491","V",1070,"1"
"1492","V",1017,"1"
"1493","V",1067,"1"
"1494","V",1027,"1"
"1495","V",1026,"1"
"1496","V",1041,"1"
"1497","C",11090,"11090"
"1498","V",1020,"1"
"1499","V",1004,"1"
"1500","V",1018,"1"
"1501","V",1078,"1"
"1502","V",1035,"1"
"1503","V",1030,"1"
"1504","V",1182,"1"
"1505","V",1003,"1"
"1506","V",1001,"1"
"1507","V",1002,"1"
"1508","C",11106,"11106"
"1509","V",1008,"1"
"1510","V",1045,"1"
"1511","V",1130,"1"
"1512","V",1095,"1"
"1513","V",1040,"1"
"1514","V",1004,"1"
"1515","V",1057,"1"
"1516","C",11107,"11107"
"1517","V",1008,"1"
"1518","V",1037,"1"
"1519","V",1009,"1"
"1520","V",1017,"1"
"1521","V",1001,"1"
"1522","V",1004,"1"
"1523","C",11128,"11128"
"1524","V",1008,"1"
"1525","V",1035,"1"
"1526","V",1016,"1"
"1527","V",1009,"1"
"1528","V",1003,"1"
"1529","V",1018,"1"
"1530","C",11132,"11132"
"1531","V",1035,"1"
"1532","V",1130,"1"
"1533","V",1030,"1"
"1534","V",1003,"1"
"1535","V",1001,"1"
"1536","V",1002,"1"
"1537","V",1018,"1"
"1538","V",1004,"1"
"1539","C",11136,"11136"
"1540","V",1035,"1"
"1541","V",1016,"1"
"1542","V",1037,"1"
"1543","V",1009,"1"
"1544","V",1017,"1"
"1545","V",1040,"1"
"1546","V",1067,"1"
"1547","V",1018,"1"
"1548","C",11140,"11140"
"1549","V",1118,"1"
"1550","V",1017,"1"
"1551","V",1024,"1"
"1552","V",1067,"1"
"1553","V",1004,"1"
"1554","V",1008,"1"
"1555","V",1038,"1"
"1556","V",1026,"1"
"1557","V",1088,"1"
"1558","V",1041,"1"
"1559","V",1053,"1"
"1560","V",1034,"1"
"1561","C",11142,"11142"
"1562","V",1008,"1"
"1563","V",1045,"1"
"1564","V",1185,"1"
"1565","V",1017,"1"
"1566","V",1049,"1"
"1567","V",1001,"1"
"1568","C",11143,"11143"
"1569","V",1084,"1"
"1570","V",1049,"1"
"1571","V",1018,"1"
"1572","V",1008,"1"
"1573","V",1035,"1"
"1574","V",1126,"1"
"1575","V",1009,"1"
"1576","V",1003,"1"
"1577","V",1001,"1"
"1578","V",1034,"1"
"1579","C",11159,"11159"
"1580","V",1037,"1"
"1581","V",1009,"1"
"1582","V",1017,"1"
"1583","V",1003,"1"
"1584","V",1001,"1"
"1585","V",1004,"1"
"1586","C",11166,"11166"
"1587","V",1130,"1"
"1588","V",1008,"1"
"1589","V",1037,"1"
"1590","V",1020,"1"
"1591","V",1009,"1"
"1592","V",1144,"1"
"1593","V",1004,"1"
"1594","C",11169,"11169"
"1595","V",1035,"1"
"1596","V",1003,"1"
"1597","V",1018,"1"
"1598","V",1004,"1"
"1599","V",1019,"1"
"1600","V",1057,"1"
"1601","C",11174,"11174"
"1602","V",1030,"1"
"1603","V",1162,"1"
"1604","V",1017,"1"
"1605","V",1134,"1"
"1606","V",1024,"1"
"1607","V",1001,"1"
"1608","V",1004,"1"
"1609","C",11179,"11179"
"1610","V",1008,"1"
"1611","V",1065,"1"
"1612","V",1060,"1"
"1613","V",1052,"1"
"1614","V",1001,"1"
"1615","V",1041,"1"
"1616","V",1034,"1"
"1617","C",11181,"11181"
"1618","V",1022,"1"
"1619","V",1020,"1"
"1620","V",1070,"1"
"1621","V",1163,"1"
"1622","V",1017,"1"
"1623","V",1004,"1"
"1624","V",1021,"1"
"1625","V",1008,"1"
"1626","V",1050,"1"
"1627","V",1034,"1"
"1628","C",11183,"11183"
"1629","V",1035,"1"
"1630","V",1023,"1"
"1631","V",1003,"1"
"1632","V",1001,"1"
"1633","V",1002,"1"
"1634","V",1018,"1"
"1635","C",11191,"11191"
"1636","V",1119,"1"
"1637","V",1027,"1"
"1638","V",1009,"1"
"1639","V",1150,"1"
"1640","V",1032,"1"
"1641","V",1034,"1"
"1642","V",1020,"1"
"1643","V",1070,"1"
"1644","V",1017,"1"
"1645","V",1018,"1"
"1646","V",1008,"1"
"1647","V",1037,"1"
"1648","V",1030,"1"
"1649","V",1026,"1"
"1650","V",1052,"1"
"1651","V",1060,"1"
"1652","V",1041,"1"
"1653","V",1028,"1"
"1654","C",11196,"11196"
"1655","V",1008,"1"
"1656","V",1082,"1"
"1657","V",1095,"1"
"1658","V",1009,"1"
"1659","V",1017,"1"
"1660","V",1040,"1"
"1661","V",1014,"1"
"1662","C",11209,"11209"
"1663","V",1045,"1"
"1664","V",1119,"1"
"1665","V",1058,"1"
"1666","V",1017,"1"
"1667","V",1004,"1"
"1668","V",1008,"1"
"1669","V",1009,"1"
"1670","V",1001,"1"
"1671","C",11220,"11220"
"1672","V",1008,"1"
"1673","V",1035,"1"
"1674","V",1009,"1"
"1675","V",1001,"1"
"1676","V",1018,"1"
"1677","V",1004,"1"
"1678","C",11235,"11235"
"1679","V",1058,"1"
"1680","V",1017,"1"
"1681","V",1004,"1"
"1682","V",1014,"1"
"1683","V",1008,"1"
"1684","V",1030,"1"
"1685","V",1040,"1"
"1686","V",1003,"1"
"1687","V",1034,"1"
"1688","C",11243,"11243"
"1689","V",1008,"1"
"1690","V",1189,"1"
"1691","V",1064,"1"
"1692","V",1038,"1"
"1693","V",1031,"1"
"1694","V",1026,"1"
"1695","V",1041,"1"
"1696","V",1034,"1"
"1697","C",11249,"11249"
"1698","V",1008,"1"
"1699","V",1110,"1"
"1700","V",1295,"1"
"1701","V",1017,"1"
"1702","V",1007,"1"
"1703","V",1059,"1"
"1704","V",1018,"1"
"1705","C",11252,"11252"
"1706","V",1008,"1"
"1707","V",1009,"1"
"1708","V",1040,"1"
"1709","V",1134,"1"
"1710","V",1172,"1"
"1711","V",1116,"1"
"1712","C",11254,"11254"
"1713","V",1025,"1"
"1714","V",1070,"1"
"1715","V",1017,"1"
"1716","V",1014,"1"
"1717","V",1008,"1"
"1718","V",1038,"1"
"1719","V",1026,"1"
"1720","V",1041,"1"
"1721","V",1034,"1"
"1722","C",11256,"11256"
"1723","V",1008,"1"
"1724","V",1045,"1"
"1725","V",1087,"1"
"1726","V",1001,"1"
"1727","V",1034,"1"
"1728","V",1071,"1"
"1729","C",11263,"11263"
"1730","V",1084,"1"
"1731","V",1030,"1"
"1732","V",1295,"1"
"1733","V",1017,"1"
"1734","V",1018,"1"
"1735","V",1105,"1"
"1736","C",11284,"11284"
"1737","V",1020,"1"
"1738","V",1070,"1"
"1739","V",1013,"1"
"1740","V",1004,"1"
"1741","V",1010,"1"
"1742","V",1038,"1"
"1743","V",1026,"1"
"1744","V",1143,"1"
"1745","V",1041,"1"
"1746","V",1003,"1"
"1747","V",1001,"1"
"1748","C",11292,"11292"
"1749","V",1030,"1"
"1750","V",1090,"1"
"1751","V",1125,"1"
"1752","V",1017,"1"
"1753","V",1096,"1"
"1754","V",1001,"1"
"1755","V",1067,"1"
"1756","V",1043,"1"
"1757","V",1004,"1"
"1758","C",11297,"11297"
"1759","V",1035,"1"
"1760","V",1008,"1"
"1761","V",1037,"1"
"1762","V",1009,"1"
"1763","V",1017,"1"
"1764","V",1018,"1"
"1765","C",11311,"11311"
"1766","V",1025,"1"
"1767","V",1008,"1"
"1768","V",1009,"1"
"1769","V",1056,"1"
"1770","V",1040,"1"
"1771","V",1017,"1"
"1772","V",1032,"1"
"1773","V",1001,"1"
"1774","V",1034,"1"
"1775","V",1014,"1"
"1776","V",1004,"1"
"1777","C",11319,"11319"
"1778","V",1119,"1"
"1779","V",1008,"1"
"1780","V",1137,"1"
"1781","V",1001,"1"
"1782","V",1080,"1"
"1783","V",1018,"1"
"1784","V",1078,"1"
"1785","C",11320,"11320"
"1786","V",1016,"1"
"1787","V",1007,"1"
"1788","V",1156,"1"
"1789","V",1019,"1"
"1790","V",1057,"1"
"1791","V",1008,"1"
"1792","V",1152,"1"
"1793","V",1109,"1"
"1794","V",1034,"1"
"1795","C",11323,"11323"
"1796","V",1158,"1"
"1797","V",1090,"1"
"1798","V",1017,"1"
"1799","V",1001,"1"
"1800","V",1003,"1"
"1801","V",1034,"1"
"1802","V",1004,"1"
"1803","V",1018,"1"
"1804","C",11331,"11331"
"1805","V",1118,"1"
"1806","V",1183,"1"
"1807","V",1076,"1"
"1808","V",1004,"1"
"1809","V",1018,"1"
"1810","V",1008,"1"
"1811","V",1030,"1"
"1812","V",1191,"1"
"1813","V",1003,"1"
"1814","V",1034,"1"
"1815","C",11332,"11332"
"1816","V",1008,"1"
"1817","V",1037,"1"
"1818","V",1030,"1"
"1819","V",1087,"1"
"1820","V",1009,"1"
"1821","V",1004,"1"
"1822","C",11359,"11359"
"1823","V",1119,"1"
"1824","V",1065,"1"
"1825","V",1067,"1"
"1826","V",1027,"1"
"1827","V",1046,"1"
"1828","V",1009,"1"
"1829","V",1031,"1"
"1830","V",1034,"1"
"1831","V",1070,"1"
"1832","V",1004,"1"
"1833","V",1057,"1"
"1834","V",1008,"1"
"1835","V",1192,"1"
"1836","V",1038,"1"
"1837","V",1026,"1"
"1838","V",1041,"1"
"1839","V",1053,"1"
"1840","C",11367,"11367"
"1841","V",1133,"1"
"1842","V",1017,"1"
"1843","V",1004,"1"
"1844","V",1067,"1"
"1845","V",1193,"1"
"1846","V",1125,"1"
"1847","V",1001,"1"
"1848","V",1003,"1"
"1849","C",11376,"11376"
"1850","V",1008,"1"
"1851","V",1009,"1"
"1852","V",1060,"1"
"1853","V",1052,"1"
"1854","V",1040,"1"
"1855","V",1007,"1"
"1856","V",1018,"1"
"1857","C",11379,"11379"
"1858","V",1035,"1"
"1859","V",1008,"1"
"1860","V",1037,"1"
"1861","V",1009,"1"
"1862","V",1003,"1"
"1863","V",1018,"1"
"1864","C",11407,"11407"
"1865","V",1036,"1"
"1866","V",1008,"1"
"1867","V",1110,"1"
"1868","V",1295,"1"
"1869","V",1096,"1"
"1870","V",1034,"1"
"1871","C",11411,"11411"
"1872","V",1010,"1"
"1873","V",1020,"1"
"1874","V",1011,"1"
"1875","V",1017,"1"
"1876","V",1012,"1"
"1877","V",1004,"1"
"1878","C",11413,"11413"
"1879","V",1157,"1"
"1880","V",1020,"1"
"1881","V",1017,"1"
"1882","V",1004,"1"
"1883","V",1018,"1"
"1884","V",1008,"1"
"1885","V",1010,"1"
"1886","V",1036,"1"
"1887","V",1038,"1"
"1888","V",1026,"1"
"1889","V",1001,"1"
"1890","V",1041,"1"
"1891","V",1003,"1"
"1892","V",1053,"1"
"1893","C",11429,"11429"
"1894","V",1008,"1"
"1895","V",1000,"1"
"1896","V",1009,"1"
"1897","V",1040,"1"
"1898","V",1195,"1"
"1899","V",1014,"1"
"1900","C",11430,"11430"
"1901","V",1008,"1"
"1902","V",1020,"1"
"1903","V",1017,"1"
"1904","V",1003,"1"
"1905","V",1004,"1"
"1906","V",1021,"1"
"1907","C",11431,"11431"
"1908","V",1025,"1"
"1909","V",1196,"1"
"1910","V",1017,"1"
"1911","V",1004,"1"
"1912","V",1018,"1"
"1913","V",1008,"1"
"1914","V",1030,"1"
"1915","V",1003,"1"
"1916","V",1034,"1"
"1917","C",11440,"11440"
"1918","V",1081,"1"
"1919","V",1082,"1"
"1920","V",1020,"1"
"1921","V",1062,"1"
"1922","V",1058,"1"
"1923","V",1017,"1"
"1924","V",1018,"1"
"1925","V",1010,"1"
"1926","V",1008,"1"
"1927","V",1000,"1"
"1928","V",1006,"1"
"1929","V",1083,"1"
"1930","C",11444,"11444"
"1931","V",1087,"1"
"1932","V",1017,"1"
"1933","V",1159,"1"
"1934","V",1079,"1"
"1935","V",1004,"1"
"1936","V",1018,"1"
"1937","V",1008,"1"
"1938","V",1010,"1"
"1939","V",1030,"1"
"1940","V",1027,"1"
"1941","V",1038,"1"
"1942","V",1026,"1"
"1943","V",1197,"1"
"1944","V",1041,"1"
"1945","V",1034,"1"
"1946","C",11447,"11447"
"1947","V",1025,"1"
"1948","V",1082,"1"
"1949","V",1018,"1"
"1950","V",1127,"1"
"1951","V",1008,"1"
"1952","V",1038,"1"
"1953","V",1026,"1"
"1954","V",1041,"1"
"1955","C",11451,"11451"
"1956","V",1020,"1"
"1957","V",1054,"1"
"1958","V",1017,"1"
"1959","V",1018,"1"
"1960","V",1004,"1"
"1961","V",1008,"1"
"1962","V",1030,"1"
"1963","V",1023,"1"
"1964","V",1134,"1"
"1965","C",11452,"11452"
"1966","V",1008,"1"
"1967","V",1009,"1"
"1968","V",1017,"1"
"1969","V",1034,"1"
"1970","V",1169,"1"
"1971","V",1154,"1"
"1972","C",11453,"11453"
"1973","V",1049,"1"
"1974","V",1018,"1"
"1975","V",1035,"1"
"1976","V",1008,"1"
"1977","V",1009,"1"
"1978","V",1001,"1"
"1979","V",1003,"1"
"1980","V",1034,"1"
"1981","V",1002,"1"
"1982","C",11458,"11458"
"1983","V",1036,"1"
"1984","V",1008,"1"
"1985","V",1007,"1"
"1986","V",1040,"1"
"1987","V",1052,"1"
"1988","V",1018,"1"
"1989","V",1034,"1"
"1990","C",11467,"11467"
"1991","V",1036,"1"
"1992","V",1081,"1"
"1993","V",1082,"1"
"1994","V",1038,"1"
"1995","V",1026,"1"
"1996","V",1003,"1"
"1997","C",11482,"11482"
"1998","V",1119,"1"
"1999","V",1054,"1"
"2000","V",1131,"1"
"2001","V",1136,"1"
"2002","V",1009,"1"
"2003","V",1032,"1"
"2004","V",1034,"1"
"2005","V",1171,"1"
"2006","V",1058,"1"
"2007","V",1017,"1"
"2008","V",1004,"1"
"2009","V",1018,"1"
"2010","V",1071,"1"
"2011","V",1030,"1"
"2012","V",1198,"1"
"2013","V",1026,"1"
"2014","V",1001,"1"
"2015","V",1134,"1"
"2016","V",1053,"1"
"2017","V",1002,"1"
"2018","C",11501,"11501"
"2019","V",1017,"1"
"2020","V",1018,"1"
"2021","V",1014,"1"
"2022","V",1000,"1"
"2023","V",1008,"1"
"2024","V",1009,"1"
"2025","V",1052,"1"
"2026","V",1041,"1"
"2027","V",1032,"1"
"2028","V",1034,"1"
"2029","C",11502,"11502"
"2030","V",1037,"1"
"2031","V",1009,"1"
"2032","V",1060,"1"
"2033","V",1052,"1"
"2034","V",1026,"1"
"2035","V",1018,"1"
"2036","V",1034,"1"
"2037","C",11503,"11503"
"2038","V",1008,"1"
"2039","V",1084,"1"
"2040","V",1090,"1"
"2041","V",1017,"1"
"2042","V",1001,"1"
"2043","V",1003,"1"
"2044","V",1032,"1"
"2045","V",1034,"1"
"2046","V",1018,"1"
"2047","C",11508,"11508"
"2048","V",1008,"1"
"2049","V",1190,"1"
"2050","V",1065,"1"
"2051","V",1034,"1"
"2052","V",1004,"1"
"2053","V",1028,"1"
"2054","C",11519,"11519"
"2055","V",1016,"1"
"2056","V",1030,"1"
"2057","V",1038,"1"
"2058","V",1026,"1"
"2059","V",1070,"1"
"2060","V",1024,"1"
"2061","V",1004,"1"
"2062","C",11520,"11520"
"2063","V",1008,"1"
"2064","V",1037,"1"
"2065","V",1082,"1"
"2066","V",1009,"1"
"2067","V",1017,"1"
"2068","V",1074,"1"
"2069","C",11521,"11521"
"2070","V",1008,"1"
"2071","V",1085,"1"
"2072","V",1054,"1"
"2073","V",1017,"1"
"2074","V",1003,"1"
"2075","V",1001,"1"
"2076","V",1034,"1"
"2077","V",1018,"1"
"2078","C",11523,"11523"
"2079","V",1087,"1"
"2080","V",1020,"1"
"2081","V",1295,"1"
"2082","V",1017,"1"
"2083","V",1003,"1"
"2084","V",1024,"1"
"2085","V",1004,"1"
"2086","C",11526,"11526"
"2087","V",1008,"1"
"2088","V",1060,"1"
"2089","V",1052,"1"
"2090","V",1080,"1"
"2091","V",1004,"1"
"2092","V",1018,"1"
"2093","C",11528,"11528"
"2094","V",1000,"1"
"2095","V",1084,"1"
"2096","V",1064,"1"
"2097","V",1157,"1"
"2098","V",1038,"1"
"2099","V",1026,"1"
"2100","V",1041,"1"
"2101","C",11535,"11535"
"2102","V",1008,"1"
"2103","V",1119,"1"
"2104","V",1295,"1"
"2105","V",1046,"1"
"2106","V",1061,"1"
"2107","V",1034,"1"
"2108","C",11539,"11539"
"2109","V",1051,"1"
"2110","V",1014,"1"
"2111","V",1008,"1"
"2112","V",1000,"1"
"2113","V",1077,"1"
"2114","V",1031,"1"
"2115","V",1001,"1"
"2116","V",1003,"1"
"2117","C",11540,"11540"
"2118","V",1025,"1"
"2119","V",1056,"1"
"2120","V",1017,"1"
"2121","V",1034,"1"
"2122","V",1018,"1"
"2123","V",1004,"1"
"2124","C",11541,"11541"
"2125","V",1008,"1"
"2126","V",1089,"1"
"2127","V",1017,"1"
"2128","V",1052,"1"
"2129","V",1040,"1"
"2130","V",1048,"1"
"2131","V",1018,"1"
"2132","C",11544,"11544"
"2133","V",1000,"1"
"2134","V",1089,"1"
"2135","V",1040,"1"
"2136","V",1017,"1"
"2137","V",1088,"1"
"2138","V",1004,"1"
"2139","V",1014,"1"
"2140","C",11550,"11550"
"2141","V",1058,"1"
"2142","V",1017,"1"
"2143","V",1102,"1"
"2144","V",1004,"1"
"2145","V",1113,"1"
"2146","V",1008,"1"
"2147","V",1030,"1"
"2148","V",1046,"1"
"2149","V",1052,"1"
"2150","V",1040,"1"
"2151","V",1026,"1"
"2152","V",1001,"1"
"2153","V",1032,"1"
"2154","V",1041,"1"
"2155","C",11555,"11555"
"2156","V",1008,"1"
"2157","V",1035,"1"
"2158","V",1037,"1"
"2159","V",1009,"1"
"2160","V",1017,"1"
"2161","V",1018,"1"
"2162","V",1034,"1"
"2163","C",11558,"11558"
"2164","V",1008,"1"
"2165","V",1082,"1"
"2166","V",1017,"1"
"2167","V",1040,"1"
"2168","V",1001,"1"
"2169","V",1083,"1"
"2170","C",11577,"11577"
"2171","V",1112,"1"
"2172","V",1008,"1"
"2173","V",1054,"1"
"2174","V",1058,"1"
"2175","V",1177,"1"
"2176","V",1032,"1"
"2177","V",1018,"1"
"2178","C",11584,"11584"
"2179","V",1008,"1"
"2180","V",1010,"1"
"2181","V",1037,"1"
"2182","V",1064,"1"
"2183","V",1009,"1"
"2184","V",1046,"1"
"2185","V",1017,"1"
"2186","V",1034,"1"
"2187","C",11592,"11592"
"2188","V",1017,"1"
"2189","V",1010,"1"
"2190","V",1008,"1"
"2191","V",1037,"1"
"2192","V",1038,"1"
"2193","V",1009,"1"
"2194","V",1026,"1"
"2195","V",1006,"1"
"2196","V",1034,"1"
"2197","C",11599,"11599"
"2198","V",1008,"1"
"2199","V",1035,"1"
"2200","V",1038,"1"
"2201","V",1009,"1"
"2202","V",1053,"1"
"2203","V",1018,"1"
"2204","C",11600,"11600"
"2205","V",1025,"1"
"2206","V",1008,"1"
"2207","V",1038,"1"
"2208","V",1026,"1"
"2209","V",1070,"1"
